iter,score_soxR,score_cpxR
8145,-17387.0,-5228.0
8146,-14036.0,-3777.0
8147,-14571.0,-2493.0
8148,-14918.0,-3123.0
8149,-16996.0,-4835.0
8150,-13198.0,-2705.0
8151,-13084.0,-3427.0
8152,-14164.0,-5194.0
8153,-13513.0,-5569.0
8154,-11801.0,-2779.0
8155,-8377.0,-3935.0
8156,-9918.0,-5945.0
8157,-15462.0,-5058.0
8158,-12968.0,-2470.0
8159,-16663.0,-6085.0
8160,-13960.0,-4172.0
8161,-14870.0,-3563.0
8162,-11785.0,-5244.0
8163,-16159.0,-4278.0
8164,-17717.0,-7489.0
8165,-14123.0,-5709.0
8166,-16441.0,-5431.0
8167,-15016.0,-3500.0
8168,-11901.0,-5040.0
8169,-14343.0,-5898.0
8170,-13617.0,-5234.0
8171,-15499.0,-5569.0
8172,-11818.0,-3159.0
8173,-16531.0,-4060.0
8174,-14561.0,-5434.0
8175,-15871.0,-5172.0
8176,-14230.0,-3177.0
8177,-12077.0,-4385.0
8178,-11093.0,-3735.0
8179,-13455.0,-5481.0
8180,-15156.0,-4871.0
8181,-11457.0,-3992.0
8182,-14663.0,-3589.0
8183,-13134.0,-4906.0
8184,-14255.0,-4371.0
8185,-14207.0,-3817.0
8186,-15331.0,-4564.0
8187,-11918.0,-4390.0
8188,-13131.0,-3645.0
8189,-10045.0,-2927.0
8190,-15563.0,-3278.0
8191,-11259.0,-3834.0
8192,-15139.0,-4650.0
8193,-12860.0,-5107.0
8194,-12170.0,-3103.0
8195,-18144.0,-3809.0
8196,-14107.0,-5022.0
8197,-16360.0,-3143.0
8198,-16473.0,-5504.0
8199,-14420.0,-3682.0
8200,-13867.0,-4624.0
8201,-16739.0,-3904.0
8202,-12892.0,-6650.0
8203,-15749.0,-2868.0
8204,-16018.0,-3371.0
8205,-15550.0,-5894.0
8206,-15647.0,-5128.0
8207,-15215.0,-4702.0
8208,-12871.0,-5992.0
8209,-15274.0,-4352.0
8210,-12212.0,-7054.0
8211,-14498.0,-4801.0
8212,-13094.0,-5629.0
8213,-12018.0,-6715.0
8214,-14707.0,-5081.0
8215,-14188.0,-3125.0
8216,-15588.0,-4369.0
8217,-11418.0,-2022.0
8218,-13413.0,-3971.0
8219,-15336.0,-5663.0
8220,-18051.0,-4623.0
8221,-9659.0,-2998.0
8222,-15541.0,-5684.0
8223,-12987.0,-3654.0
8224,-11784.0,-4295.0
8225,-15088.0,-3267.0
8226,-15506.0,-4728.0
8227,-14678.0,-2759.0
8228,-17481.0,-4011.0
8229,-11948.0,-3797.0
8230,-15406.0,-3796.0
8231,-15214.0,-4677.0
8232,-9865.0,-2573.0
8233,-15546.0,-4551.0
8234,-12965.0,-5786.0
8235,-16944.0,-4046.0
8236,-14123.0,-2165.0
8237,-18872.0,-4199.0
8238,-17894.0,-6330.0
8239,-11653.0,-5094.0
8240,-15208.0,-3088.0
8241,-15589.0,-5132.0
8242,-17446.0,-4190.0
8243,-11938.0,-5294.0
8244,-17960.0,-4129.0
8245,-14682.0,-3089.0
8246,-15672.0,-6162.0
8247,-15292.0,-3945.0
8248,-11733.0,-5300.0
8249,-13921.0,-3729.0
8250,-13944.0,-5102.0
8251,-15408.0,-3335.0
8252,-16458.0,-4970.0
8253,-15102.0,-4797.0
8254,-15623.0,-5011.0
8255,-15421.0,-4759.0
8256,-15135.0,-3596.0
8257,-14619.0,-5158.0
8258,-12032.0,-3736.0
8259,-13850.0,-5069.0
8260,-15137.0,-4526.0
8261,-18301.0,-1504.0
8262,-12091.0,-4571.0
8263,-14909.0,-4824.0
8264,-14911.0,-4544.0
8265,-16820.0,-4087.0
8266,-20246.0,-3439.0
8267,-17803.0,-3577.0
8268,-12763.0,-5586.0
8269,-14737.0,-4582.0
8270,-17590.0,-4250.0
8271,-12019.0,-4691.0
8272,-15837.0,-4850.0
8273,-14247.0,-3133.0
8274,-13095.0,-3153.0
8275,-11901.0,-3930.0
8276,-16612.0,-3690.0
8277,-14565.0,-6077.0
8278,-13774.0,-4413.0
8279,-13177.0,-2998.0
8280,-13432.0,-3855.0
8281,-17670.0,-4644.0
8282,-12784.0,-3255.0
8283,-16200.0,-4631.0
8284,-15443.0,-5369.0
8285,-16236.0,-3261.0
8286,-20104.0,-5135.0
8287,-15315.0,-3931.0
8288,-12374.0,-4630.0
8289,-14347.0,-5979.0
8290,-15235.0,-3455.0
8291,-13830.0,-5463.0
8292,-15306.0,-4703.0
8293,-16514.0,-4722.0
8294,-18244.0,-3411.0
8295,-16582.0,-3777.0
8296,-11257.0,-2774.0
8297,-15060.0,-4400.0
8298,-15506.0,-6345.0
8299,-15389.0,-3518.0
8300,-15638.0,-3291.0
8301,-12968.0,-5026.0
8302,-14595.0,-4359.0
8303,-15433.0,-3451.0
8304,-14514.0,-4948.0
8305,-16896.0,-4274.0
8306,-13207.0,-490.0
8307,-12067.0,-2728.0
8308,-16490.0,-4778.0
8309,-14069.0,-3724.0
8310,-16392.0,-5012.0
8311,-15639.0,-6513.0
8312,-14264.0,-4079.0
8313,-12124.0,-3903.0
8314,-14034.0,-4920.0
8315,-12948.0,-4632.0
8316,-14347.0,-4365.0
8317,-12309.0,-5751.0
8318,-14356.0,-2685.0
8319,-17532.0,-4734.0
8320,-17873.0,-3694.0
8321,-13051.0,-5171.0
8322,-12529.0,-3929.0
8323,-16642.0,-2726.0
8324,-13621.0,-5015.0
8325,-17171.0,-5758.0
8326,-14493.0,-5798.0
8327,-14134.0,-5275.0
8328,-14142.0,-2140.0
8329,-13557.0,-4647.0
8330,-14575.0,-5044.0
8331,-16288.0,-1711.0
8332,-12175.0,-3692.0
8333,-12727.0,-5172.0
8334,-16473.0,-3809.0
8335,-12158.0,-5858.0
8336,-11720.0,-2665.0
8337,-17167.0,-6234.0
8338,-13221.0,-4384.0
8339,-16580.0,-2924.0
8340,-16285.0,-1108.0
8341,-19901.0,-4316.0
8342,-16053.0,-3792.0
8343,-12144.0,-2703.0
8344,-12704.0,-6627.0
8345,-19070.0,-3848.0
8346,-11835.0,-4948.0
8347,-16334.0,-3838.0
8348,-12642.0,-6221.0
8349,-14115.0,-5348.0
8350,-12789.0,-5749.0
8351,-16738.0,-6291.0
8352,-15430.0,-2428.0
8353,-15496.0,-3225.0
8354,-14222.0,-3876.0
8355,-13982.0,-4270.0
8356,-15656.0,-4741.0
8357,-19122.0,-6358.0
8358,-13386.0,-4828.0
8359,-10588.0,-2930.0
8360,-17923.0,-6180.0
8361,-13886.0,-4451.0
8362,-11671.0,-2580.0
8363,-14093.0,-3782.0
8364,-18244.0,-4676.0
8365,-13596.0,-4488.0
8366,-15304.0,-3529.0
8367,-14977.0,-4851.0
8368,-15391.0,-3522.0
8369,-12643.0,-4244.0
8370,-14697.0,-5187.0
8371,-13646.0,-4465.0
8372,-11834.0,-6261.0
8373,-16835.0,-7297.0
8374,-15953.0,-3896.0
8375,-16717.0,-5011.0
8376,-16337.0,-4399.0
8377,-12107.0,-3545.0
8378,-16257.0,-4029.0
8379,-11776.0,-3319.0
8380,-16242.0,-4126.0
8381,-14565.0,-5913.0
8382,-16570.0,-4260.0
8383,-15107.0,-4407.0
8384,-10708.0,-2490.0
8385,-15271.0,-5458.0
8386,-12866.0,-4340.0
8387,-15259.0,-3932.0
8388,-15198.0,-6446.0
8389,-15183.0,-5152.0
8390,-14149.0,-4198.0
8391,-12248.0,-3735.0
8392,-12948.0,-3779.0
8393,-17781.0,-5144.0
8394,-16487.0,-6273.0
8395,-14048.0,-5493.0
8396,-13737.0,-4411.0
8397,-15496.0,-4137.0
8398,-13148.0,-4377.0
8399,-16590.0,-3036.0
8400,-16188.0,-5453.0
8401,-13423.0,-4462.0
8402,-13401.0,-5698.0
8403,-11940.0,-5152.0
8404,-13750.0,-3951.0
8405,-14095.0,-3602.0
8406,-15632.0,-2640.0
8407,-15215.0,-6116.0
8408,-13630.0,-4598.0
8409,-14001.0,-4295.0
8410,-11989.0,-5476.0
8411,-15092.0,-3013.0
8412,-11509.0,-3917.0
8413,-12305.0,-3209.0
8414,-12062.0,-3799.0
8415,-11549.0,-4773.0
8416,-15298.0,-2442.0
8417,-13398.0,-4412.0
8418,-15393.0,-4939.0
8419,-11863.0,-5310.0
8420,-11791.0,-4663.0
8421,-16442.0,-6011.0
8422,-14406.0,-3688.0
8423,-16217.0,-5936.0
8424,-16234.0,-3658.0
8425,-13300.0,-3070.0
8426,-14475.0,-4738.0
8427,-15001.0,-5718.0
8428,-12242.0,-5227.0
8429,-11901.0,-6260.0
8430,-15007.0,-5209.0
8431,-10208.0,-2879.0
8432,-14107.0,-5973.0
8433,-16225.0,-4203.0
8434,-19043.0,-1502.0
8435,-16797.0,-3936.0
8436,-14026.0,-3688.0
8437,-14208.0,-4936.0
8438,-15041.0,-4884.0
8439,-17050.0,-5176.0
8440,-12852.0,-4656.0
8441,-14839.0,-3528.0
8442,-15116.0,-4918.0
8443,-15497.0,-4531.0
8444,-15194.0,-4500.0
8445,-13191.0,-5631.0
8446,-12958.0,-6369.0
8447,-15600.0,-4018.0
8448,-10746.0,-4810.0
8449,-14441.0,-5872.0
8450,-14962.0,-3401.0
8451,-15338.0,-4727.0
8452,-15681.0,-4686.0
8453,-12601.0,-4702.0
8454,-17284.0,-4980.0
8455,-16665.0,-5504.0
8456,-13891.0,-3719.0
8457,-16655.0,-5250.0
8458,-9642.0,-2978.0
8459,-12506.0,-3803.0
8460,-11151.0,-941.0
8461,-17557.0,-3445.0
8462,-18043.0,-2468.0
8463,-14095.0,-5645.0
8464,-14941.0,-4000.0
8465,-12622.0,-5132.0
8466,-14107.0,-5505.0
8467,-14112.0,-5836.0
8468,-15432.0,-6550.0
8469,-14117.0,-5644.0
8470,-16713.0,-2542.0
8471,-17748.0,-1582.0
8472,-13741.0,-4352.0
8473,-11136.0,-4521.0
8474,-15752.0,-2953.0
8475,-14139.0,-4713.0
8476,-13208.0,-4801.0
8477,-14548.0,-3413.0
8478,-11585.0,-3981.0
8479,-15749.0,-4999.0
8480,-15139.0,-4971.0
8481,-14502.0,-3217.0
8482,-18887.0,-3387.0
8483,-11736.0,-5604.0
8484,-15374.0,-4531.0
8485,-17781.0,-4676.0
8486,-17365.0,-5477.0
8487,-18360.0,-3561.0
8488,-8759.0,-2318.0
8489,-16849.0,-4575.0
8490,-15599.0,-5893.0
8491,-14226.0,-6197.0
8492,-13662.0,-3704.0
8493,-13960.0,-2209.0
8494,-14237.0,-5202.0
8495,-13357.0,-4798.0
8496,-16384.0,-5482.0
8497,-10859.0,-2011.0
8498,-12489.0,-6017.0
8499,-16247.0,-4797.0
8500,-15668.0,-4930.0
8501,-13126.0,-3967.0
8502,-14309.0,-6461.0
8503,-16573.0,-3564.0
8504,-12227.0,-4345.0
8505,-13129.0,-4673.0
8506,-15550.0,-4964.0
8507,-14016.0,-5305.0
8508,-16456.0,-3841.0
8509,-17451.0,-3422.0
8510,-13182.0,-4076.0
8511,-15764.0,-2820.0
8512,-13217.0,-5423.0
8513,-11720.0,-5535.0
8514,-15424.0,-4785.0
8515,-14639.0,-1564.0
8516,-13167.0,-4408.0
8517,-14114.0,-4863.0
8518,-15279.0,-6105.0
8519,-16592.0,-7065.0
8520,-13386.0,-5056.0
8521,-13231.0,-5429.0
8522,-11372.0,-3244.0
8523,-14736.0,-2459.0
8524,-14648.0,-5043.0
8525,-15963.0,-3506.0
8526,-15532.0,-4929.0
8527,-15041.0,-4781.0
8528,-16323.0,-4852.0
8529,-14017.0,-4389.0
8530,-11411.0,-3524.0
8531,-10684.0,-4311.0
8532,-15598.0,-3524.0
8533,-12043.0,-4329.0
8534,-13830.0,-2410.0
8535,-15433.0,-6130.0
8536,-13267.0,-3357.0
8537,-16629.0,-3467.0
8538,-15496.0,-4974.0
8539,-12772.0,-4492.0
8540,-13005.0,-3395.0
8541,-15000.0,-5195.0
8542,-13124.0,-2348.0
8543,-15259.0,-5013.0
8544,-14093.0,-3156.0
8545,-15215.0,-3880.0
8546,-13325.0,-3132.0
8547,-16300.0,-4762.0
8548,-13215.0,-4503.0
8549,-14690.0,-4930.0
8550,-12858.0,-5897.0
8551,-15371.0,-3311.0
8552,-15017.0,-5553.0
8553,-14358.0,-4173.0
8554,-15754.0,-6284.0
8555,-14958.0,-5910.0
8556,-14657.0,-4537.0
8557,-14721.0,-5481.0
8558,-15560.0,-3866.0
8559,-10644.0,-5362.0
8560,-15711.0,-4391.0
8561,-10078.0,-3866.0
8562,-14310.0,-4753.0
8563,-15382.0,-4488.0
8564,-13639.0,-2235.0
8565,-14083.0,-4561.0
8566,-12936.0,-4807.0
8567,-15249.0,-4182.0
8568,-14973.0,-5126.0
8569,-18131.0,-6397.0
8570,-15795.0,-3305.0
8571,-16306.0,-3149.0
8572,-14975.0,-4877.0
8573,-14273.0,-6196.0
8574,-15963.0,-3085.0
8575,-14989.0,-4929.0
8576,-14206.0,-4310.0
8577,-15822.0,-2898.0
8578,-8925.0,-1786.0
8579,-11713.0,-5158.0
8580,-17937.0,-4343.0
8581,-12968.0,-5795.0
8582,-12577.0,-5587.0
8583,-14035.0,-5336.0
8584,-12116.0,-2262.0
8585,-13128.0,-5954.0
8586,-11672.0,-4628.0
8587,-16375.0,-2560.0
8588,-9636.0,-2712.0
8589,-14330.0,-4787.0
8590,-14125.0,-3873.0
8591,-17771.0,-6293.0
8592,-15686.0,-6205.0
8593,-16473.0,-3914.0
8594,-13289.0,-6230.0
8595,-16704.0,-5106.0
8596,-15345.0,-4219.0
8597,-12654.0,-4161.0
8598,-16347.0,-4067.0
8599,-9622.0,-1451.0
8600,-13333.0,-3306.0
8601,-17771.0,-3944.0
8602,-17340.0,-5844.0
8603,-14924.0,-5108.0
8604,-14280.0,-1711.0
8605,-15662.0,-3878.0
8606,-14587.0,-3938.0
8607,-12144.0,-5364.0
8608,-12948.0,-2373.0
8609,-14061.0,-2813.0
8610,-15043.0,-4134.0
8611,-12249.0,-2217.0
8612,-13374.0,-3970.0
8613,-8354.0,-2860.0
8614,-11431.0,-3787.0
8615,-17888.0,-4320.0
8616,-16481.0,-3859.0
8617,-16333.0,-4481.0
8618,-13482.0,-4345.0
8619,-13041.0,-5638.0
8620,-14838.0,-4806.0
8621,-14646.0,-4901.0
8622,-15472.0,-3453.0
8623,-14296.0,-4266.0
8624,-15623.0,-3715.0
8625,-14830.0,-4499.0
8626,-13158.0,-4853.0
8627,-15730.0,-3480.0
8628,-13563.0,-6882.0
8629,-14904.0,-5453.0
8630,-16068.0,-4280.0
8631,-13131.0,-3842.0
8632,-13465.0,-4238.0
8633,-14504.0,-3217.0
8634,-16568.0,-3010.0
8635,-14964.0,-3532.0
8636,-15632.0,-4336.0
8637,-17693.0,-3848.0
8638,-13291.0,-3529.0
8639,-14252.0,-4767.0
8640,-13018.0,-5202.0
8641,-14283.0,-2161.0
8642,-13217.0,-3304.0
8643,-13281.0,-2151.0
8644,-13982.0,-4702.0
8645,-16565.0,-4020.0
8646,-14166.0,-4230.0
8647,-16739.0,-2441.0
8648,-17849.0,-6620.0
8649,-13223.0,-4164.0
8650,-13389.0,-3382.0
8651,-14340.0,-2772.0
8652,-11487.0,-4012.0
8653,-13396.0,-3927.0
8654,-11815.0,-2753.0
8655,-13226.0,-4259.0
8656,-13002.0,-5400.0
8657,-15540.0,-5802.0
8658,-11867.0,-4853.0
8659,-14463.0,-3833.0
8660,-13685.0,-3512.0
8661,-17743.0,-2107.0
8662,-18938.0,-3673.0
8663,-14085.0,-5434.0
8664,-17679.0,-5442.0
8665,-14220.0,-3668.0
8666,-13422.0,-3734.0
8667,-12217.0,-5308.0
8668,-12073.0,-4647.0
8669,-14563.0,-4282.0
8670,-19914.0,-5832.0
8671,-13950.0,-4279.0
8672,-16626.0,-5325.0
8673,-17448.0,-3910.0
8674,-15050.0,-5132.0
8675,-14182.0,-3731.0
8676,-14093.0,-3065.0
8677,-12354.0,-3294.0
8678,-8646.0,-2326.0
8679,-14145.0,-6968.0
8680,-12610.0,-6089.0
8681,-15764.0,-4209.0
8682,-11677.0,-4926.0
8683,-16773.0,-5968.0
8684,-16929.0,-3702.0
8685,-14271.0,-4588.0
8686,-14342.0,-5364.0
8687,-16763.0,-3464.0
8688,-18960.0,-6031.0
8689,-14705.0,-5164.0
8690,-11886.0,-5163.0
8691,-17664.0,-5134.0
8692,-13978.0,-4609.0
8693,-12767.0,-3453.0
8694,-14323.0,-5429.0
8695,-15632.0,-2786.0
8696,-14132.0,60.0
8697,-10325.0,-4219.0
8698,-14317.0,-3521.0
8699,-15494.0,-3177.0
8700,-14596.0,-2554.0
8701,-15083.0,-4684.0
8702,-17632.0,-6269.0
8703,-12837.0,-6754.0
8704,-13694.0,-5210.0
8705,-15038.0,-6466.0
8706,-14364.0,-4809.0
8707,-13997.0,-4481.0
8708,-16591.0,-5099.0
8709,-17474.0,-4565.0
8710,-13075.0,-1095.0
8711,-15281.0,-5158.0
8712,-16603.0,-3867.0
8713,-13433.0,-5170.0
8714,-15779.0,-4417.0
8715,-15736.0,-1908.0
8716,-12815.0,-2709.0
8717,-14316.0,-5361.0
8718,-16497.0,-4866.0
8719,-10115.0,-5913.0
8720,-14144.0,-3555.0
8721,-11825.0,19.0
8722,-13789.0,-5137.0
8723,-13289.0,-840.0
8724,-13047.0,-2914.0
8725,-15795.0,-4950.0
8726,-18746.0,-4860.0
8727,-11517.0,-4486.0
8728,-17741.0,-5306.0
8729,-16196.0,-4566.0
8730,-13718.0,-5071.0
8731,-15316.0,-4716.0
8732,-14934.0,-5181.0
8733,-10450.0,-4231.0
8734,-17632.0,-5347.0
8735,-14362.0,-5380.0
8736,-10783.0,-2710.0
8737,-16423.0,-6251.0
8738,-18671.0,-3252.0
8739,-15747.0,-5808.0
8740,-15223.0,-7054.0
8741,-13547.0,-5450.0
8742,-15258.0,-2970.0
8743,-17929.0,-3865.0
8744,-9758.0,-3898.0
8745,-14198.0,-4940.0
8746,-15588.0,-4787.0
8747,-16366.0,-1421.0
8748,-12892.0,-2801.0
8749,-14222.0,-3374.0
8750,-13068.0,-6432.0
8751,-17410.0,-5193.0
8752,-16891.0,-6461.0
8753,-14563.0,-2887.0
8754,-14698.0,-4109.0
8755,-13026.0,-4368.0
8756,-15698.0,-4163.0
8757,-16540.0,-2195.0
8758,-16665.0,-4267.0
8759,-14992.0,-3988.0
8760,-17886.0,-4136.0
8761,-15556.0,-3588.0
8762,-16730.0,-6533.0
8763,-14580.0,-2822.0
8764,-15265.0,-5569.0
8765,-13192.0,-5307.0
8766,-13850.0,-4615.0
8767,-14769.0,-3881.0
8768,-14680.0,-4419.0
8769,-12363.0,-2728.0
8770,-15497.0,-4441.0
8771,-13622.0,-3620.0
8772,-16594.0,-3822.0
8773,-12102.0,-3951.0
8774,-13355.0,-7113.0
8775,-15431.0,-5015.0
8776,-13210.0,-2804.0
8777,-13818.0,-3518.0
8778,-15385.0,-5563.0
8779,-16817.0,-5886.0
8780,-16841.0,-4163.0
8781,-18746.0,-3330.0
8782,-16607.0,-3542.0
8783,-13168.0,-2728.0
8784,-12465.0,-3255.0
8785,-16610.0,-3821.0
8786,-16895.0,-4103.0
8787,-15600.0,-5877.0
8788,-15381.0,-4680.0
8789,-15224.0,-6159.0
8790,-9572.0,-5814.0
8791,-14056.0,-3759.0
8792,-11560.0,-3610.0
8793,-16664.0,-4714.0
8794,-10766.0,-3140.0
8795,-16545.0,-5538.0
8796,-13913.0,-3706.0
8797,-13271.0,-4043.0
8798,-14100.0,-2525.0
8799,-11573.0,-5969.0
8800,-15448.0,-4203.0
8801,-12156.0,-1916.0
8802,-13348.0,-3555.0
8803,-16100.0,-5955.0
8804,-10720.0,-4669.0
8805,-15534.0,-5129.0
8806,-14764.0,-3700.0
8807,-15159.0,-5914.0
8808,-15372.0,-1121.0
8809,-14435.0,-2477.0
8810,-17912.0,-4361.0
8811,-14020.0,-4777.0
8812,-13032.0,-5274.0
8813,-14298.0,-4577.0
8814,-15482.0,-4302.0
8815,-12968.0,-4797.0
8816,-15043.0,-5026.0
8817,-17289.0,-5007.0
8818,-14498.0,-6106.0
8819,-16492.0,-3710.0
8820,-16422.0,-6732.0
8821,-13399.0,-6610.0
8822,-15647.0,-6843.0
8823,-13916.0,-3587.0
8824,-12068.0,-4532.0
8825,-14240.0,-5568.0
8826,-16521.0,-4002.0
8827,-17996.0,-4683.0
8828,-18563.0,-3401.0
8829,-13867.0,-3931.0
8830,-16852.0,-1188.0
8831,-13867.0,-4808.0
8832,-15673.0,-4564.0
8833,-14465.0,-4099.0
8834,-13756.0,-4545.0
8835,-13769.0,-5210.0
8836,-12827.0,-5672.0
8837,-14243.0,-6163.0
8838,-14205.0,-5170.0
8839,-14025.0,-4120.0
8840,-12604.0,-2666.0
8841,-17796.0,-5775.0
8842,-14354.0,-4121.0
8843,-16856.0,-4485.0
8844,-14506.0,-3221.0
8845,-13630.0,-3721.0
8846,-13335.0,-3888.0
8847,-12990.0,-5360.0
8848,-18102.0,-1236.0
8849,-16895.0,-4299.0
8850,-16730.0,-5368.0
8851,-15856.0,-4015.0
8852,-14366.0,-4772.0
8853,-12441.0,-4658.0
8854,-15697.0,-5098.0
8855,-11455.0,-3262.0
8856,-15237.0,-4903.0
8857,-20029.0,-4093.0
8858,-15447.0,-4810.0
8859,-16098.0,-3924.0
8860,-11124.0,-4062.0
8861,-16110.0,-4134.0
8862,-14425.0,-6186.0
8863,-14546.0,-4917.0
8864,-16906.0,-4480.0
8865,-18302.0,-6438.0
8866,-14820.0,-3221.0
8867,-15980.0,-4790.0
8868,-15600.0,-5608.0
8869,-18989.0,-5354.0
8870,-13921.0,-3735.0
8871,-13149.0,-4022.0
8872,-12910.0,-3614.0
8873,-14326.0,-3032.0
8874,-13752.0,-3708.0
8875,-15258.0,-4880.0
8876,-11886.0,-4495.0
8877,-14721.0,-5435.0
8878,-15406.0,-4274.0
8879,-11102.0,-5494.0
8880,-13459.0,-4572.0
8881,-16158.0,-4940.0
8882,-16349.0,-6049.0
8883,-17632.0,-4309.0
8884,-17350.0,-5560.0
8885,-14509.0,-5517.0
8886,-14312.0,-3876.0
8887,-15396.0,-4955.0
8888,-14215.0,-1678.0
8889,-16431.0,-5099.0
8890,-13694.0,-3676.0
8891,-13805.0,-2638.0
8892,-13987.0,-4459.0
8893,-13766.0,-4561.0
8894,-11780.0,-3593.0
8895,-15387.0,-2922.0
8896,-15995.0,-3154.0
8897,-14416.0,-4643.0
8898,-17694.0,-3596.0
8899,-12288.0,-3035.0
8900,-14463.0,-1565.0
8901,-13157.0,-4098.0
8902,-14414.0,-6569.0
8903,-17440.0,-3627.0
8904,-14862.0,-2467.0
8905,-16773.0,-6431.0
8906,-15861.0,-4500.0
8907,-15720.0,-2637.0
8908,-13477.0,-3227.0
8909,-15614.0,-1554.0
8910,-11611.0,-4408.0
8911,-15303.0,-4055.0
8912,-18869.0,-5104.0
8913,-15819.0,-4858.0
8914,-14663.0,-4886.0
8915,-13296.0,-4608.0
8916,-14952.0,-5920.0
8917,-16470.0,-4763.0
8918,-17852.0,-4510.0
8919,-8778.0,-5115.0
8920,-16612.0,-1187.0
8921,-15620.0,-4484.0
8922,-16798.0,-3268.0
8923,-14624.0,-4230.0
8924,-14464.0,-3404.0
8925,-15681.0,-4974.0
8926,-13753.0,-5223.0
8927,-13388.0,-2226.0
8928,-12770.0,-5326.0
8929,-16232.0,-4909.0
8930,-13051.0,-7300.0
8931,-16371.0,-4671.0
8932,-9664.0,-3384.0
8933,-15298.0,-4861.0
8934,-16938.0,-2940.0
8935,-14614.0,-6163.0
8936,-14900.0,-5012.0
8937,-15746.0,-3352.0
8938,-15861.0,-2065.0
8939,-14019.0,-4885.0
8940,-13573.0,-3211.0
8941,-12298.0,-4225.0
8942,-15323.0,-6283.0
8943,-14068.0,-3019.0
8944,-16475.0,-4644.0
8945,-14487.0,-5086.0
8946,-17118.0,-4457.0
8947,-15252.0,-5481.0
8948,-17416.0,-5672.0
8949,-15484.0,-3997.0
8950,-13291.0,-4035.0
8951,-14143.0,-4644.0
8952,-11965.0,-1264.0
8953,-14737.0,-4035.0
8954,-14836.0,-3582.0
8955,-15583.0,-5531.0
8956,-13941.0,-5503.0
8957,-14571.0,-5265.0
8958,-14242.0,-3736.0
8959,-14051.0,-3321.0
8960,-15069.0,-5342.0
8961,-17778.0,-5678.0
8962,-13733.0,-4838.0
8963,-15421.0,-3022.0
8964,-15121.0,-5329.0
8965,-16456.0,-3988.0
8966,-9280.0,-6728.0
8967,-12659.0,-4993.0
8968,-13762.0,-5707.0
8969,-11958.0,-3622.0
8970,-13729.0,-5270.0
8971,-12042.0,-5369.0
8972,-14722.0,-4869.0
8973,-13058.0,-4562.0
8974,-17538.0,-3708.0
8975,-13083.0,-4435.0
8976,-14258.0,-3457.0
8977,-15083.0,-4956.0
8978,-7526.0,-2207.0
8979,-13469.0,-4744.0
8980,-17769.0,-2345.0
8981,-15769.0,-4391.0
8982,-14308.0,-4590.0
8983,-12930.0,-3623.0
8984,-14300.0,-3703.0
8985,-15549.0,-4399.0
8986,-16555.0,-4621.0
8987,-16457.0,-5693.0
8988,-18770.0,-5272.0
8989,-14147.0,-5631.0
8990,-17319.0,-3988.0
8991,-18422.0,-4484.0
8992,-14477.0,-5455.0
8993,-13499.0,-4554.0
8994,-15175.0,-4530.0
8995,-13964.0,-3642.0
8996,-15431.0,-4834.0
8997,-15690.0,-6139.0
8998,-12992.0,-4457.0
8999,-14511.0,-5779.0
9000,-12740.0,-4665.0
9001,-13046.0,-3350.0
9002,-14869.0,-3532.0
9003,-15026.0,-5096.0
9004,-12867.0,-5188.0
9005,-17321.0,-3510.0
9006,-17928.0,-4928.0
9007,-15580.0,-4720.0
9008,-13867.0,-3502.0
9009,-12852.0,-3445.0
9010,-14440.0,-4273.0
9011,-14078.0,-4830.0
9012,-13237.0,-4613.0
9013,-12140.0,-2736.0
9014,-13523.0,-4926.0
9015,-15431.0,-3461.0
9016,-13464.0,-4780.0
9017,-14340.0,-5105.0
9018,-15440.0,-4776.0
9019,-13021.0,-5185.0
9020,-16763.0,-5686.0
9021,-15730.0,-4962.0
9022,-15408.0,-4451.0
9023,-15002.0,-4070.0
9024,-13374.0,-6241.0
9025,-16738.0,-5364.0
9026,-13376.0,-3899.0
9027,-12593.0,-3701.0
9028,-15405.0,-5959.0
9029,-14597.0,-3020.0
9030,-13745.0,-3300.0
9031,-15786.0,-4336.0
9032,-16078.0,-6106.0
9033,-10375.0,-2721.0
9034,-17631.0,-5407.0
9035,-18945.0,-3912.0
9036,-15372.0,-3399.0
9037,-16612.0,-5184.0
9038,-14088.0,-5262.0
9039,-17218.0,-5574.0
9040,-13825.0,-2954.0
9041,-14239.0,-3749.0
9042,-16100.0,-5239.0
9043,-17666.0,-4807.0
9044,-15250.0,-4635.0
9045,-18021.0,-4993.0
9046,-15372.0,-3678.0
9047,-13082.0,-2302.0
9048,-16122.0,-4178.0
9049,-16539.0,-5451.0
9050,-17591.0,-5991.0
9051,-15117.0,-3276.0
9052,-14439.0,-4994.0
9053,-12578.0,-4463.0
9054,-18906.0,-5643.0
9055,-13119.0,-4203.0
9056,-14588.0,-5303.0
9057,-15306.0,-3735.0
9058,-10333.0,-5164.0
9059,-15513.0,-2855.0
9060,-12127.0,-6775.0
9061,-14100.0,-5058.0
9062,-15299.0,-3353.0
9063,-17984.0,-4264.0
9064,-11791.0,-4457.0
9065,-16026.0,-5007.0
9066,-15267.0,-5527.0
9067,-12969.0,-3088.0
9068,-15259.0,-3453.0
9069,-14330.0,-2906.0
9070,-13718.0,-6935.0
9071,-12374.0,-4071.0
9072,-17649.0,-6276.0
9073,-10644.0,-2862.0
9074,-13705.0,-3722.0
9075,-18034.0,-4679.0
9076,-15648.0,-6183.0
